"Munic�pio";"Popula��o_residente"
"311770 CONCEICAO DO RIO VERDE";13684
"311780 CONCEICAO DOS OUROS";11748
"311783 CONEGO MARINHO";7686
"311787 CONFINS";6800
"311790 CONGONHAL";12082
"311800 CONGONHAS";55309
"311810 CONGONHAS DO NORTE";5046
"311820 CONQUISTA";6969
"311830 CONSELHEIRO LAFAIETE";129606
"311840 CONSELHEIRO PENA";22949
"311850 CONSOLACAO";1784
"311860 CONTAGEM";668949
"311870 COQUEIRAL";9128
"311880 CORACAO DE JESUS";26611
"311890 CORDISBURGO";8897
"311900 CORDISLANDIA";3542
"311910 CORINTO";23668
"311920 COROACI";9943
"311930 COROMANDEL";27966
"311940 CORONEL FABRICIANO";110290
"311950 CORONEL MURTA";9215
"311960 CORONEL PACHECO";3090
"311970 CORONEL XAVIER CHAVES";3441
"311980 CORREGO DANTA";3191
"311990 CORREGO DO BOM JESUS";3694
"311995 CORREGO FUNDO";6382
"312000 CORREGO NOVO";2728
"312010 COUTO DE MAGALHAES DE MINAS";4423
"312015 CRISOLITA";6760
"312020 CRISTAIS";12931
"312030 CRISTALIA";5982
"312040 CRISTIANO OTONI";5156
"312050 CRISTINA";10226
"312060 CRUCILANDIA";5054
"312070 CRUZEIRO DA FORTALEZA";3639
"312080 CRUZILIA";15474
"312083 CUPARAQUE";5005
"312087 CURRAL DE DENTRO";7799
"312090 CURVELO";80616
"312100 DATAS";5421
"312110 DELFIM MOREIRA";8016
"312120 DELFINOPOLIS";7131
"312125 DELTA";10768
"312130 DESCOBERTO";5029
"312140 DESTERRO DE ENTRE RIOS";7255
"312150 DESTERRO DO MELO";2884
"312160 DIAMANTINA";47825
"312170 DIOGO DE VASCONCELOS";3790
"312180 DIONISIO";7609
"312190 DIVINESIA";3424
"312200 DIVINO";19976
"312210 DIVINO DAS LARANJEIRAS";4974
"312220 DIVINOLANDIA DE MINAS";7614
"312230 DIVINOPOLIS";240408
"312235 DIVISA ALEGRE";6868
"312240 DIVISA NOVA";6025
"312245 DIVISOPOLIS";11211
"312247 DOM BOSCO";3655
"312250 DOM CAVATI";5048
"312260 DOM JOAQUIM";4451
"312270 DOM SILVERIO";5232
"312280 DOM VICOSO";2997
"312290 DONA EUSEBIA";6619
"312300 DORES DE CAMPOS";10223
"312310 DORES DE GUANHAES";5154
"312320 DORES DO INDAIA";13427
"312330 DORES DO TURVO";4230
"312340 DORESOPOLIS";1533
"312350 DOURADOQUARA";1912
"312352 DURANDE";7870
"312360 ELOI MENDES";28320
"312370 ENGENHEIRO CALDAS";11202
"312380 ENGENHEIRO NAVARRO";7241
"312385 ENTRE FOLHAS";5377
"312390 ENTRE RIOS DE MINAS";15380
"312400 ERVALIA";18958
"312410 ESMERALDAS";71551
"312420 ESPERA FELIZ";25122
"312430 ESPINOSA";31610
"312440 ESPIRITO SANTO DO DOURADO";4710
"312450 ESTIVA";11386
"312460 ESTRELA DALVA";2325
"312470 ESTRELA DO INDAIA";3491
"312480 ESTRELA DO SUL";8018
"312490 EUGENOPOLIS";11330
"312500 EWBANK DA CAMARA";3923
"312510 EXTREMA";36951
"312520 FAMA";2376
"312530 FARIA LEMOS";3221
"312540 FELICIO DOS SANTOS";4704
"312550 SAO GONCALO DO RIO PRETO";3173
"312560 FELISBURGO";7504
"312570 FELIXLANDIA";15433
"312580 FERNANDES TOURINHO";3466
"312590 FERROS";9696
"312595 FERVEDOURO";11054
"312600 FLORESTAL";7533
"312610 FORMIGA";67822
"312620 FORMOSO";9688
"312630 FORTALEZA DE MINAS";4437
"312640 FORTUNA DE MINAS";2967
"312650 FRANCISCO BADARO";10321
"312660 FRANCISCO DUMONT";5242
"312670 FRANCISCO SA";26369
"312675 FRANCISCOPOLIS";5338
"312680 FREI GASPAR";5869
"312690 FREI INOCENCIO";9664
"312695 FREI LAGONEGRO";3487
"312700 FRONTEIRA";18492
"312705 FRONTEIRA DOS VALES";4561
"312707 FRUTA DE LEITE";5299
"312710 FRUTAL";60012
"312720 FUNILANDIA";4392
"312730 GALILEIA";6790
"312733 GAMELEIRAS";5096
"312735 GLAUCILANDIA";3164
"312737 GOIABEIRA";3378
"312738 GOIANA";3990
"312740 GONCALVES";4355
"312750 GONZAGA";6171
"312760 GOUVEIA";11818
"312770 GOVERNADOR VALADARES";281046
"312780 GRAO MOGOL";15890
"312790 GRUPIARA";1387
"312800 GUANHAES";34573
"312810 GUAPE";14258
"312820 GUARACIABA";10315
"312825 GUARACIAMA";4989
"312830 GUARANESIA";19017
"312840 GUARANI";8918
"312850 GUARARA";3775
"312860 GUARDA-MOR";6569
"312870 GUAXUPE";52078
"312880 GUIDOVAL";7051
"312890 GUIMARANIA";8105
"312900 GUIRICEMA";8343
"312910 GURINHATA";5577
"312920 HELIODORA";6591
"312930 IAPU";11045
"312940 IBERTIOGA";5010
"312950 IBIA";25358
"312960 IBIAI";8437
"312965 IBIRACATU";5369
"312970 IBIRACI";13986
"312980 IBIRITE";182153
"312990 IBITIURA DE MINAS";3492
"313000 IBITURUNA";2996
"313005 ICARAI DE MINAS";12097
"313010 IGARAPE";43817
"313020 IGARATINGA";11005
"313030 IGUATAMA";7923
"313040 IJACI";6610
"313050 ILICINEA";12444
"313055 IMBE DE MINAS";6940
"313060 INCONFIDENTES";7358
"313065 INDAIABIRA";7339
"313070 INDIANOPOLIS";6951
"313080 INGAI";2776
"313090 INHAPIM";24079
"313100 INHAUMA";6312
"313110 INIMUTABA";7560
"313115 IPABA";18769
"313120 IPANEMA";20000
"313130 IPATINGA";265409
"313140 IPIACU";4225
"313150 IPUIUNA";10118
"313160 IRAI DE MINAS";7027
"313170 ITABIRA";120904
"313180 ITABIRINHA";11576
"313190 ITABIRITO";52446
"313200 ITACAMBIRA";5417
"313210 ITACARAMBI";18164
"313220 ITAGUARA";13435
"313230 ITAIPE";12836
"313240 ITAJUBA";97334
"313250 ITAMARANDIBA";34936
"313260 ITAMARATI DE MINAS";4375
"313270 ITAMBACURI";23209
"313280 ITAMBE DO MATO DENTRO";2056
"313290 ITAMOGI";10157
"313300 ITAMONTE";15714
"313310 ITANHANDU";15423
"313320 ITANHOMI";12244
"313330 ITAOBIM";21029
"313340 ITAPAGIPE";15379
"313350 ITAPECERICA";21761
"313360 ITAPEVA";9881
"313370 ITATIAIUCU";11252
"313375 ITAU DE MINAS";16199
"313380 ITAUNA";93847
"313390 ITAVERAVA";5369
"313400 ITINGA";15022
"313410 ITUETA";6063
"313420 ITUIUTABA";105255
"313430 ITUMIRIM";6000
"313440 ITURAMA";39690
"313450 ITUTINGA";3768
"313460 JABOTICATUBAS";20418
"313470 JACINTO";12323
"313480 JACUI";7691
"313490 JACUTINGA";26264
"313500 JAGUARACU";3142
"313505 JAIBA";39388
"313507 JAMPRUCA";5429
"313510 JANAUBA";72018
"313520 JANUARIA";67852
"313530 JAPARAIBA";4384
"313535 JAPONVAR";7982
"313540 JECEABA";4852
"313545 JENIPAPO DE MINAS";7738
"313550 JEQUERI";12315
"313560 JEQUITAI";7468
"313570 JEQUITIBA";5207
"313580 JEQUITINHONHA";25474
"313590 JESUANIA";4780
"313600 JOAIMA";15455
"313610 JOANESIA";4476
"313620 JOAO MONLEVADE";80416
"313630 JOAO PINHEIRO";47726
"313640 JOAQUIM FELICIO";4727
"313650 JORDANIA";10842
"313652 JOSE GONCALVES DE MINAS";4487
"313655 JOSE RAYDAN";5050
"313657 JOSENOPOLIS";4889
"313660 NOVA UNIAO";5732
"313665 JUATUBA";27392
"313670 JUIZ DE FORA";573285
"313680 JURAMENTO";4345
"313690 JURUAIA";10681
"313695 JUVENILIA";5715
"313700 LADAINHA";18193
"313710 LAGAMAR";7600
"313720 LAGOA DA PRATA";52711
"313730 LAGOA DOS PATOS";4082
"313740 LAGOA DOURADA";13063
"313750 LAGOA FORMOSA";18111
"313753 LAGOA GRANDE";9608
"313760 LAGOA SANTA";65657
"313770 LAJINHA";19918
"313780 LAMBARI";20907
"313790 LAMIM";3379
"313800 LARANJAL";6833
"313810 LASSANCE";6503
"313820 LAVRAS";104783
"313830 LEANDRO FERREIRA";3226
"313835 LEME DO PRADO";4920
"313840 LEOPOLDINA";52640
"313850 LIBERDADE";5031
"313860 LIMA DUARTE";16724
"313862 LIMEIRA DO OESTE";7589
"313865 LONTRA";9714
"313867 LUISBURGO";6258
"313868 LUISLANDIA";6718
"313870 LUMINARIAS";5438
"313880 LUZ";18257
"313890 MACHACALIS";7111
"313900 MACHADO";42413
"313910 MADRE DE DEUS DE MINAS";5109
"313920 MALACACHETA";18602
"313925 MAMONAS";6554
"313930 MANGA";18226
"313940 MANHUACU";91169
"313950 MANHUMIRIM";22802
"313960 MANTENA";27647
"313970 MARAVILHAS";8046
"313980 MAR DE ESPANHA";12901
"313990 MARIA DA FE";14056
"314000 MARIANA";61288
"314010 MARILAC";4097
"314015 MARIO CAMPOS";15619
"314020 MARIPA DE MINAS";2987
"314030 MARLIERIA";4034
"314040 MARMELOPOLIS";2728
"314050 MARTINHO CAMPOS";13443
"314053 MARTINS SOARES";8531
"314055 MATA VERDE";8644
"314060 MATERLANDIA";4436
"314070 MATEUS LEME";31364
"314080 MATIAS BARBOSA";14548
"314085 MATIAS CARDOSO";11260
"314090 MATIPO";19005
"314100 MATO VERDE";12412
"314110 MATOZINHOS";38151
"314120 MATUTINA";3741
"314130 MEDEIROS";3832
"314140 MEDINA";20759
"314150 MENDES PIMENTEL";6446
"314160 MERCES";10758
"314170 MESQUITA";5546
"314180 MINAS NOVAS";31497
"314190 MINDURI";3893
"314200 MIRABELA";13620
"314210 MIRADOURO";10787
"314220 MIRAI";15111
"314225 MIRAVANIA";4914
"314230 MOEDA";4934
"314240 MOEMA";7554
"314250 MONJOLOS";2202
"314260 MONSENHOR PAULO";8727
"314270 MONTALVANIA";14747
"314280 MONTE ALEGRE DE MINAS";21236
"314290 MONTE AZUL";20696
"314300 MONTE BELO";13152
"314310 MONTE CARMELO";47931
"314315 MONTE FORMOSO";4923
"314320 MONTE SANTO DE MINAS";21513
"314330 MONTES CLAROS";413487
"314340 MONTE SIAO";24029
"314345 MONTEZUMA";8315
"314350 MORADA NOVA DE MINAS";8910
"314360 MORRO DA GARCA";2437
"314370 MORRO DO PILAR";3153
"314380 MUNHOZ";5994
"314390 MURIAE";109392
"314400 MUTUM";26961
"314410 MUZAMBINHO";20545
"314420 NACIP RAYDAN";3220
"314430 NANUQUE";40665
"314435 NAQUE";7051
"314437 NATALANDIA";3308
"314440 NATERCIA";4728
"314450 NAZARENO";8660
"314460 NEPOMUCENO";26826
"314465 NINHEIRA";10326
"314467 NOVA BELEM";3128
"314470 NOVA ERA";17551
"314480 NOVA LIMA";96157
"314490 NOVA MODICA";3573
"314500 NOVA PONTE";15800
"314505 NOVA PORTEIRINHA";7497
"314510 NOVA RESENDE";16832
"314520 NOVA SERRANA";105520
"314530 NOVO CRUZEIRO";31335
"314535 NOVO ORIENTE DE MINAS";10778
"314537 NOVORIZONTE";5324
"314540 OLARIA";1720
"314545 OLHOS-D'AGUA";6171
"314550 OLIMPIO NORONHA";2809
"314560 OLIVEIRA";41840
"314570 OLIVEIRA FORTES";2130
"314580 ONCA DE PITANGUI";3152
"314585 ORATORIOS";4663
"314587 ORIZANIA";8079
"314590 OURO BRANCO";39867
"314600 OURO FINO";33791
"314610 OURO PRETO";74558
"314620 OURO VERDE DE MINAS";5914
"314625 PADRE CARVALHO";6423
"314630 PADRE PARAISO";20252
"314640 PAINEIRAS";4462
"314650 PAINS";8296
"314655 PAI PEDRO";6094
"314660 PAIVA";1523
"314670 PALMA";6611
"314675 PALMOPOLIS";5349
"314690 PAPAGAIOS";15800
"314700 PARACATU";93862
"314710 PARA DE MINAS";94808
"314720 PARAGUACU";21605
"314730 PARAISOPOLIS";21221
"314740 PARAOPEBA";24700
"314750 PASSABEM";1633
"314760 PASSA QUATRO";16393
"314770 PASSA TEMPO";8057
"314780 PASSA-VINTE";2031
"314790 PASSOS";115337
"314795 PATIS";6002
"314800 PATOS DE MINAS";153585
"314810 PATROCINIO";91449
"314820 PATROCINIO DO MURIAE";5715
"314830 PAULA CANDIDO";9584
"314840 PAULISTAS";4812
"314850 PAVAO";8419
"314860 PECANHA";17537
"314870 PEDRA AZUL";24329
"314875 PEDRA BONITA";7128
"314880 PEDRA DO ANTA";3005
"314890 PEDRA DO INDAIA";3974
"314900 PEDRA DOURADA";2532
"314910 PEDRALVA";11146
"314915 PEDRAS DE MARIA DA CRUZ";12212
"314920 PEDRINOPOLIS";3643
"314930 PEDRO LEOPOLDO";64712
"314940 PEDRO TEIXEIRA";1806
"314950 PEQUERI";3330
"314960 PEQUI";4432
"314970 PERDIGAO";11755
"314980 PERDIZES";16321
"314990 PERDOES";21485
"314995 PERIQUITO";6773
"315000 PESCADOR";4256
"315010 PIAU";2733
"315015 PIEDADE DE CARATINGA";8702
"315020 PIEDADE DE PONTE NOVA";4140
"315030 PIEDADE DO RIO GRANDE";4466
"315040 PIEDADE DOS GERAIS";5009
"315050 PIMENTA";8688
"315053 PINGO-D'AGUA";4986
"315057 PINTOPOLIS";7524
"315060 PIRACEMA";6398
"315070 PIRAJUBA";6348
"315080 PIRANGA";17634
"315090 PIRANGUCU";5488
"315100 PIRANGUINHO";8640
"315110 PIRAPETINGA";10772
"315120 PIRAPORA";56640
"315130 PIRAUBA";10759
"315140 PITANGUI";28215
"315150 PIUMHI";34918
"315160 PLANURA";12292
"315170 POCO FUNDO";16846
"315180 POCOS DE CALDAS";168641
"315190 POCRANE";8359
"315200 POMPEU";32035
"315210 PONTE NOVA";59875
"315213 PONTO CHIQUE";4283
"315217 PONTO DOS VOLANTES";12179
"315220 PORTEIRINHA";37864
"315230 PORTO FIRME";11348
"315240 POTE";16616
"315250 POUSO ALEGRE";152549
"315260 POUSO ALTO";5900
"315270 PRADOS";9080
"315280 PRATA";28017
"315290 PRATAPOLIS";8566
"315300 PRATINHA";3631
"315310 PRESIDENTE BERNARDES";5341
"315320 PRESIDENTE JUSCELINO";3606
"315330 PRESIDENTE KUBITSCHEK";3001
"315340 PRESIDENTE OLEGARIO";19627
"315350 ALTO JEQUITIBA";8301
"315360 PRUDENTE DE MORAIS";10834
"315370 QUARTEL GERAL";3584
"315380 QUELUZITO";1943
"315390 RAPOSOS";16429
"315400 RAUL SOARES";23711
"315410 RECREIO";10520
"315415 REDUTO";7201
"315420 RESENDE COSTA";11540
"315430 RESPLENDOR";17396
"315440 RESSAQUINHA";4817
"315445 RIACHINHO";8134
"315450 RIACHO DOS MACHADOS";9476
"315460 RIBEIRAO DAS NEVES";338197
"315470 RIBEIRAO VERMELHO";4047
"315480 RIO ACIMA";10420
"315490 RIO CASCA";13473
"315500 RIO DOCE";2620
"315510 RIO DO PRADO";5133
"315520 RIO ESPERA";5402
"315530 RIO MANSO";5879
"315540 RIO NOVO";8957
"315550 RIO PARANAIBA";12335
"315560 RIO PARDO DE MINAS";31045
"315570 RIO PIRACICABA";14332
"315580 RIO POMBA";17959
"315590 RIO PRETO";5485
"315600 RIO VERMELHO";12739
"315610 RITAPOLIS";4562
"315620 ROCHEDO DE MINAS";2320
"315630 RODEIRO";8224
"315640 ROMARIA";3520
"315645 ROSARIO DA LIMEIRA";4622
"315650 RUBELITA";5798
"315660 RUBIM";10256
"315670 SABARA";137125
"315680 SABINOPOLIS";15416
"315690 SACRAMENTO";26374
"315700 SALINAS";41699
"315710 SALTO DA DIVISA";7012
"315720 SANTA BARBARA";31604
"315725 SANTA BARBARA DO LESTE";8181
"315727 SANTA BARBARA DO MONTE VERDE";3182
"315730 SANTA BARBARA DO TUGURIO";4407
"315733 SANTA CRUZ DE MINAS";8664
"315737 SANTA CRUZ DE SALINAS";4107
"315740 SANTA CRUZ DO ESCALVADO";4725
"315750 SANTA EFIGENIA DE MINAS";4381
"315760 SANTA FE DE MINAS";3826
"315765 SANTA HELENA DE MINAS";6386
"315770 SANTA JULIANA";14255
"315780 SANTA LUZIA";220444
"315790 SANTA MARGARIDA";16302
"315800 SANTA MARIA DE ITABIRA";10857
"315810 SANTA MARIA DO SALTO";5217
"315820 SANTA MARIA DO SUACUI";14611
"315830 SANTANA DA VARGEM";7073
"315840 SANTANA DE CATAGUASES";3891
"315850 SANTANA DE PIRAPAMA";7589
"315860 SANTANA DO DESERTO";3981
"315870 SANTANA DO GARAMBEU";2476
"315880 SANTANA DO JACARE";4834
"315890 SANTANA DO MANHUACU";8667
"315895 SANTANA DO PARAISO";35369
"315900 SANTANA DO RIACHO";4315
"315910 SANTANA DOS MONTES";3765
"315920 SANTA RITA DE CALDAS";8924
"315930 SANTA RITA DE JACUTINGA";4863
"315935 SANTA RITA DE MINAS";7268
"315940 SANTA RITA DE IBITIPOCA";3402
"315950 SANTA RITA DO ITUETO";5457
"315960 SANTA RITA DO SAPUCAI";43753
"315970 SANTA ROSA DA SERRA";3357
"315980 SANTA VITORIA";19872
"315990 SANTO ANTONIO DO AMPARO";18613
"316000 SANTO ANTONIO DO AVENTUREIRO";3602
"316010 SANTO ANTONIO DO GRAMA";3886
"316020 SANTO ANTONIO DO ITAMBE";3799
"316030 SANTO ANTONIO DO JACINTO";11604
"316040 SANTO ANTONIO DO MONTE";28427
"316045 SANTO ANTONIO DO RETIRO";7297
"316050 SANTO ANTONIO DO RIO ABAIXO";1760
"316060 SANTO HIPOLITO";3065
"316070 SANTOS DUMONT";46421
"316080 SAO BENTO ABADE";5349
"316090 SAO BRAS DO SUACUI";3754
"316095 SAO DOMINGOS DAS DORES";5658
"316100 SAO DOMINGOS DO PRATA";17327
"316105 SAO FELIX DE MINAS";3362
"316110 SAO FRANCISCO";56477
"316120 SAO FRANCISCO DE PAULA";6520
"316130 SAO FRANCISCO DE SALES";6274
"316140 SAO FRANCISCO DO GLORIA";4800
"316150 SAO GERALDO";12562
"316160 SAO GERALDO DA PIEDADE";3910
"316165 SAO GERALDO DO BAIXIO";4059
"316170 SAO GONCALO DO ABAETE";8459
"316180 SAO GONCALO DO PARA";12597
"316190 SAO GONCALO DO RIO ABAIXO";11019
"316200 SAO GONCALO DO SAPUCAI";25561
"316210 SAO GOTARDO";35782
"316220 SAO JOAO BATISTA DO GLORIA";7498
"316225 SAO JOAO DA LAGOA";4932
"316230 SAO JOAO DA MATA";2746
"316240 SAO JOAO DA PONTE";25098
"316245 SAO JOAO DAS MISSOES";13125
"316250 SAO JOAO DEL REI";90497
"316255 SAO JOAO DO MANHUACU";11674
"316257 SAO JOAO DO MANTENINHA";5918
"316260 SAO JOAO DO ORIENTE";7444
"316265 SAO JOAO DO PACUI";4448
"316270 SAO JOAO DO PARAISO";23709
"316280 SAO JOAO EVANGELISTA";15767
"316290 SAO JOAO NEPOMUCENO";26447
"316292 SAO JOAQUIM DE BICAS";32148
"316294 SAO JOSE DA BARRA";7480
"316295 SAO JOSE DA LAPA";24135
"316300 SAO JOSE DA SAFIRA";4280
"316310 SAO JOSE DA VARGINHA";5079
"316320 SAO JOSE DO ALEGRE";4210
"316330 SAO JOSE DO DIVINO";3856
"316340 SAO JOSE DO GOIABAL";5387
"316350 SAO JOSE DO JACURI";6431
"316360 SAO JOSE DO MANTIMENTO";2806
"316370 SAO LOURENCO";46202
"316380 SAO MIGUEL DO ANTA";6944
"316390 SAO PEDRO DA UNIAO";4610
"316400 SAO PEDRO DOS FERROS";7706
"316410 SAO PEDRO DO SUACUI";5202
"316420 SAO ROMAO";12529
"316430 SAO ROQUE DE MINAS";7076
"316440 SAO SEBASTIAO DA BELA VISTA";5552
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";3024
"316447 SAO SEBASTIAO DO ANTA";6627
"316450 SAO SEBASTIAO DO MARANHAO";9963
"316460 SAO SEBASTIAO DO OESTE";6863
"316470 SAO SEBASTIAO DO PARAISO";71445
"316480 SAO SEBASTIAO DO RIO PRETO";1492
"316490 SAO SEBASTIAO DO RIO VERDE";2250
"316500 SAO TIAGO";10960
"316510 SAO TOMAS DE AQUINO";7000
"316520 SAO THOME DAS LETRAS";7120
"316530 SAO VICENTE DE MINAS";7815
"316540 SAPUCAI-MIRIM";6989
"316550 SARDOA";6361
"316553 SARZEDO";33413
"316555 SETUBINHA";12378
"316556 SEM-PEIXE";2606
"316557 SENADOR AMARAL";5361
"316560 SENADOR CORTES";2003
"316570 SENADOR FIRMINO";7858
"316580 SENADOR JOSE BENTO";1461
"316590 SENADOR MODESTINO GONCALVES";4105
"316600 SENHORA DE OLIVEIRA";5786
"316610 SENHORA DO PORTO";3519
"316620 SENHORA DOS REMEDIOS";10467
"316630 SERICITA";7333
"316640 SERITINGA";1854
"316650 SERRA AZUL DE MINAS";4292
"316660 SERRA DA SAUDADE";776
"316670 SERRA DOS AIMORES";8713
"316680 SERRA DO SALITRE";11668
"316690 SERRANIA";7668
"316695 SERRANOPOLIS DE MINAS";4809
"316700 SERRANOS";1956
"316710 SERRO";20940
"316720 SETE LAGOAS";241835
"316730 SILVEIRANIA";2264
"316740 SILVIANOPOLIS";6248
"316750 SIMAO PEREIRA";2618
"316760 SIMONESIA";19736
"316770 SOBRALIA";5514
"316780 SOLEDADE DE MINAS";6189
"316790 TABULEIRO";3708
"316800 TAIOBEIRAS";34397
"316805 TAPARUBA";3101
"316810 TAPIRA";4832
"316820 TAPIRAI";1872
"316830 TAQUARACU DE MINAS";4099
"316840 TARUMIRIM";14302
"316850 TEIXEIRAS";11670
"316860 TEOFILO OTONI";140937
"316870 TIMOTEO";90568
"316880 TIRADENTES";8072
"316890 TIROS";6424
"316900 TOCANTINS";16715
"316905 TOCOS DO MOJI";4109
"316910 TOLEDO";6297
"316920 TOMBOS";7850
"316930 TRES CORACOES";80032
"316935 TRES MARIAS";32716
"316940 TRES PONTAS";56940
"316950 TUMIRITINGA";6765
"316960 TUPACIGUARA";25398
"316970 TURMALINA";20125
"316980 TURVOLANDIA";5070
"316990 UBA";116797
"317000 UBAI";12599
"317005 UBAPORANGA";12493
"317010 UBERABA";337092
"317020 UBERLANDIA";699097
"317030 UMBURATIBA";2596
"317040 UNAI";84930
"317043 UNIAO DE MINAS";4284
"317047 URUANA DE MINAS";3260
"317050 URUCANIA";10345
"317052 URUCUIA";17173
"317057 VARGEM ALEGRE";6470
"317060 VARGEM BONITA";2148
"317065 VARGEM GRANDE DO RIO PARDO";5026
"317070 VARGINHA";136602
"317075 VARJAO DE MINAS";7138
"317080 VARZEA DA PALMA";39803
"317090 VARZELANDIA";19305
"317100 VAZANTE";20642
"317103 VERDELANDIA";9443
"317107 VEREDINHA";5727
"317110 VERISSIMO";4045
"317115 VERMELHO NOVO";4846
"317120 VESPASIANO";129765
"317130 VICOSA";79388
"317140 VIEIRAS";3589
"317150 MATHIAS LOBATO";3179
"317160 VIRGEM DA LAPA";13740
"317170 VIRGINIA";8663
"317180 VIRGINOPOLIS";10484
"317190 VIRGOLANDIA";5340
"317200 VISCONDE DO RIO BRANCO";42965
"317210 VOLTA GRANDE";5261
"317220 WENCESLAU BRAZ";2548
"320010 AFONSO CLAUDIO";30455
"320013 AGUIA BRANCA";9631
"320016 AGUA DOCE DO NORTE";10909
"320020 ALEGRE";29975
"320030 ALFREDO CHAVES";14636
"320035 ALTO RIO NOVO";7874
"320040 ANCHIETA";29779
"320050 APIACA";7554
"320060 ARACRUZ";103101
"320070 ATILIO VIVACQUA";12105
"320080 BAIXO GUANDU";31132
"320090 BARRA DE SAO FRANCISCO";44979
"320100 BOA ESPERANCA";15092
"320110 BOM JESUS DO NORTE";9962
"320115 BREJETUBA";12427
"320120 CACHOEIRO DE ITAPEMIRIM";210589
"320130 CARIACICA";383917
"320140 CASTELO";37747
"320150 COLATINA";123400
"320160 CONCEICAO DA BARRA";31273
"320170 CONCEICAO DO CASTELO";12806
"320180 DIVINO DE SAO LOURENCO";4270
"320190 DOMINGOS MARTINS";33986
"320200 DORES DO RIO PRETO";6771
"320210 ECOPORANGA";22835
"320220 FUNDAO";21948
"320225 GOVERNADOR LINDENBERG";12880
"320230 GUACUI";31122
"320240 GUARAPARI";126701
"320245 IBATIBA";26426
"320250 IBIRACU";12591
"320255 IBITIRAMA";8859
"320260 ICONHA";13973
"320265 IRUPI";13526
"320270 ITAGUACU";14023
"320280 ITAPEMIRIM";34656
"320290 ITARANA";10494
"320300 IUNA";29290
"320305 JAGUARE";31039
"320310 JERONIMO MONTEIRO";12265
"320313 JOAO NEIVA";16722
"320316 LARANJA DA TERRA";10933
"320320 LINHARES";176688
"320330 MANTENOPOLIS";15503
"320332 MARATAIZES";38883
"320334 MARECHAL FLORIANO";16920
"320335 MARILANDIA";12963
"320340 MIMOSO DO SUL";26115
"320350 MONTANHA";18894
"320360 MUCURICI";5496
"320370 MUNIZ FREIRE";17319
"320380 MUQUI";15526
"320390 NOVA VENECIA";50434
"320400 PANCAS";23306
"320405 PEDRO CANARIO";26381
"320410 PINHEIROS";27327
"320420 PIUMA";22053
"320425 PONTO BELO";7940
"320430 PRESIDENTE KENNEDY";11658
"320435 RIO BANANAL";19271
"320440 RIO NOVO DO SUL";11626
"320450 SANTA LEOPOLDINA";12197
"320455 SANTA MARIA DE JETIBA";41015
"320460 SANTA TERESA";23724
"320465 SAO DOMINGOS DO NORTE";8687
"320470 SAO GABRIEL DA PALHA";38522
"320480 SAO JOSE DO CALCADO";10546
"320490 SAO MATEUS";132642
"320495 SAO ROQUE DO CANAA";12510
"320500 SERRA";527240
"320501 SOORETAMA";30680
"320503 VARGEM ALTA";21591
"320506 VENDA NOVA DO IMIGRANTE";25745
"320510 VIANA";79500
"320515 VILA PAVAO";9244
"320517 VILA VALERIO";14073
"320520 VILA VELHA";501325
"320530 VITORIA";365855
"330010 ANGRA DOS REIS";207044
"330015 APERIBE";11901
"330020 ARARUAMA";134293
"330022 AREAL";12669
"330023 ARMACAO DOS BUZIOS";34477
"330025 ARRAIAL DO CABO";30593
"330030 BARRA DO PIRAI";100764
"330040 BARRA MANSA";184833
"330045 BELFORD ROXO";513118
"330050 BOM JARDIM";27616
"330060 BOM JESUS DO ITABAPOANA";37203
"330070 CABO FRIO";230378
"330080 CACHOEIRAS DE MACACU";59303
"330090 CAMBUCI";15514
"330093 CARAPEBUS";16586
"330095 COMENDADOR LEVY GASPARIAN";8576
"330100 CAMPOS DOS GOYTACAZES";511168
"330110 CANTAGALO";20168
"330115 CARDOSO MOREIRA";12821
"330120 CARMO";19030
"330130 CASIMIRO DE ABREU";45041
"330140 CONCEICAO DE MACABU";23398
"330150 CORDEIRO";22041
"330160 DUAS BARRAS";11528
"330170 DUQUE DE CAXIAS";924624
"330180 ENGENHEIRO PAULO DE FRONTIN";14071
"330185 GUAPIMIRIM";61388
"330187 IGUABA GRANDE";28837
"330190 ITABORAI";242543
"330200 ITAGUAI";134819
"330205 ITALVA";15299
"330210 ITAOCARA";23222
"330220 ITAPERUNA";103800
"330225 ITATIAIA";32064
"330227 JAPERI";105548
"330230 LAJE DO MURIAE";7326
"330240 MACAE";261501
"330245 MACUCO";5623
"330250 MAGE";246433
"330260 MANGARATIBA";45220
"330270 MARICA";164504
"330280 MENDES";18648
"330285 MESQUITA";176569
"330290 MIGUEL PEREIRA";25581
"330300 MIRACEMA";27154
"330310 NATIVIDADE";15311
"330320 NILOPOLIS";162693
"330330 NITEROI";515317
"330340 NOVA FRIBURGO";191158
"330350 NOVA IGUACU";823302
"330360 PARACAMBI";52683
"330370 PARAIBA DO SUL";44518
"330380 PARATY";43680
"330385 PATY DO ALFERES";27858
"330390 PETROPOLIS";306678
"330395 PINHEIRAL";25364
"330400 PIRAI";29545
"330410 PORCIUNCULA";18960
"330411 PORTO REAL";19974
"330412 QUATIS";14435
"330414 QUEIMADOS";151335
"330415 QUISSAMA";25126
"330420 RESENDE";132312
"330430 RIO BONITO";60573
"330440 RIO CLARO";18605
